         420213 function calls (416515 primitive calls) in 2.326 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4316(delimitedList)
      166    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\socket.py:81(<lambda>)
      165    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\socket.py:76(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\quoprimime.py:55(<listcomp>)
       35    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\sre_parse.py:251(getwhile)
       78    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\sre_parse.py:70(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method win32api.RegOpenKey}
      508    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       42    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1163(setName)
       83    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:141(__init__)
      136    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\version.py:244(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1459(has_resource)
       24    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:2892(_find_adapter)
        8    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4642(<genexpr>)
       35    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       85    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:314(__enter__)
       10    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\sre_compile.py:379(_bytes_to_codes)
      340    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:324(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4640(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\warnings.py:32(filterwarnings)
      156    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2008(setWhitespaceChars)
       47    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3447(<genexpr>)
       95    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2099(__str__)
       98    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:159(__init__)
      394    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 {built-in method pygame.display.set_caption}
       14    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4424(_escapeRegexRangeChars)
       42    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:2167(_is_unpacked_egg)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\_policybase.py:99(_extend_docstrings)
       82    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:336(__new__)
       29    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3305(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      100    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\traceback.py:233(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\_compat.py:28(__new__)
        7    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:266(_require_version_compare)
       20    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2582(parseImpl)
       85    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:310(__init__)
       25    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:8(_is_descriptor)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\random.py:84(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1042(wrapper)
       16    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\copyreg.py:96(_slotnames)
        2    0.000    0.000    0.000    0.000 rts.py:1269(test_all)
       42    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\collections\__init__.py:412(<genexpr>)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1286(<setcomp>)
       85    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:225(_verbose_message)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\random.py:93(seed)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1076(ParserElement)
       89    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      243    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       36    0.000    0.000    0.000    0.000 <string>:12(__new__)
        2    0.000    0.000    0.000    0.000 rts.py:1286(test)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:2966(_initialize)
       16    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\sre_compile.py:391(_generate_overlap_table)
      232    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\encodings\__init__.py:69(search_function)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\_compat.py:20(with_metaclass)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
       64    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1324(preParse)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4161(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\_weakrefset.py:58(__iter__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\__future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 rts.py:825(get_all_units_in_zone_for_player)
       12    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:636(__iadd__)
      359    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
       30    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1896(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4083(copy)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:908(exec_module)
        3    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2314(__init__)
       12    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4616(<lambda>)
       51    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:177(_add_module)
      447    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       10    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\extern\__init__.py:23(find_module)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2973(__init__)
       44    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:105(__init__)
       96    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:190(cb)
      126    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\extern\__init__.py:1(<module>)
       41    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\_collections_abc.py:592(get)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:355(_get_mixins_)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:1820(timezone)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1919(__xor__)
      141    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
       35    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:16(_is_dunder)
        3    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tokenize.py:381(read_or_stop)
      182    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3258(<genexpr>)
      116    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       15    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:2115(fixup_namespace_packages)
      143    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\sre_parse.py:90(closegroup)
       40    0.000    0.000    0.000    0.000 C:\Users\damie_000\Documents\GitHub\tallentaa\projet_rts\python\engine.py:34(__init__)
       97    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4640(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\os.py:676(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\uu.py:31(<module>)
        3    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:1318(__new__)
      187    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2531(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3886(__str__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1027(Environment)
       75    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3324(__init__)
      270    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
      108    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\version.py:298(_parse_letter_version)
        3    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       36    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:183(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:1446(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\functools.py:690(singledispatch)
       28    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 rts.py:1417(menu_start)
        3    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tokenize.py:387(find_cookie)
      127    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:88(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:84(__prepare__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\plistlib.py:312(_PlistParser)
        7    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3647(__str__)
       14    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
       10    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
      138    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3409(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:254(get_supported_platform)
       82    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       85    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:427(has_location)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1967(__invert__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\posixpath.py:11(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\base64.py:3(<module>)
       36    0.000    0.000    0.000    0.000 rts.py:698(get_unit_at)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\hashlib.py:98(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3389(MatchFirst)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3234(And)
      104    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\functools.py:422(decorating_function)
       18    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:2353(<lambda>)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:254(__getattr__)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\ntpath.py:230(basename)
       13    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\ntpath.py:45(normcase)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3695(__init__)
       68    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:653(create_module)
       24    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:384(__getitem__)
       24    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:2883(_get_mro)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:121(<setcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:264(_check_date_fields)
       16    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:746(__iter__)
       22    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\pkgutil.py:397(get_importer)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3030(__init__)
       95    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:177(<genexpr>)
       88    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1181(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\contextlib.py:103(contextmanager)
       16    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2626(charsAsStr)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\_policybase.py:94(_append_doc)
        4    0.000    0.000    0.000    0.000 rts.py:676(is_valid_zone)
       68    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:808(get_filename)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:723(TarInfo)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\functools.py:727(register)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\pprint.py:98(PrettyPrinter)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3872(parseImpl)
       12    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2369(parseImpl)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:461(get_build_platform)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\specifiers.py:21(BaseSpecifier)
      102    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:3008(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\re.py:240(escape)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:889(__init__)
       30    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:24(_is_sunder)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\tarfile.py:1380(TarFile)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\os.py:44(<listcomp>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:235(_requires_builtin_wrapper)
        9    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       53    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:2105(streamline)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\quopri.py:3(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:1029(__new__)
        4    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:214(_declare_state)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\_weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 rts.py:150(update)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:47(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\socket.py:123(socket)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:671(__new__)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:745(exec_module)
        1    0.000    0.000    0.000    0.000 rts.py:87(__init__)
       35    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:247(_check_int_field)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\charset.py:211(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\imp.py:105(get_suffixes)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\encoders.py:5(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\zipfile.py:958(ZipFile)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:277(_check_time_fields)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:1310(datetime)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:513(__neg__)
       36    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\version.py:332(_parse_local_version)
        1    0.000    0.000    0.000    0.000 <string>:5(_Version)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\_compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4147(Group)
        5    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\enum.py:99(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\__init__.py:2360(Distribution)
       39    0.000    0.000    0.000    0.000 rts.py:1554(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\_collections_abc.py:748(clear)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x04D51ED0}
        4    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:393(__setitem__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\plistlib.py:127(Plist)
       74    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:1999(leaveWhitespace)
       26    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\functools.py:73(wraps)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pygame\sysfont.py:200(create_aliases)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\pyparsing.py:4204(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\encodings\__init__.py:42(normalize_encoding)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\datetime.py:641(date)
       72    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\packaging\_structures.py:33(__neg__)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
        6    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\site-packages\pkg_resources\_vendor\six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\encodings\utf_8.py:33(getregentry)
       42    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\damie_000\AppData\Local\Programs\Python\Python35-32\lib\email\_policybase.py:104(<genexpr>)
        2    0.000    0.000    0.000    0.000 rts.py:682(is_empty_zone)
